,company,job title,location,job description,salary estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
48,"tiket.com
4.7",Machine Learning Lead,India,"We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.
That is exactly what we are tackling as t-fam! Making sure that our 17+ million users have the best experience in crafting their own adventure.

Job Overview
The ideal candidate is adept at using large data sets to find opportunities for product
and process optimization and using models to test the effectiveness of different
courses of action. They must have strong experience using a variety of data
mining/data analysis methods, using a variety of data tools, building and
implementing models, using/creating algorithms and creating/running simulations.
They must have a proven ability to drive business results with their data-based
insights. They must be comfortable working with a wide range of stakeholders and
functional teams. The right candidate will have a passion for discovering solutions
hidden in large data sets and working with stakeholders to improve business
outcomes.

Responsibilities:
1. Work with stakeholders throughout the organization to identify opportunities
for leveraging company data to drive business solutions.
2. Mine and analyze data from company databases to drive optimization and
improvement of product development, marketing techniques and business
strategies.
3. Develop custom data models and algorithms to apply to data sets.
4. Use predictive modeling to increase and optimize customer experiences,
revenue generation, ad targeting and other business outcomes.
5. Develop company A/B testing framework and test model quality.
6. Coordinate with different functional teams to implement models and monitor
outcomes.
7. Develop processes and tools to monitor and analyze model performance and
impact to business.

Qualifications:
1. Min. 5 years of experience in data analysis and modeling
2. A Bachelor in Computer Science, Statistics, Mathematics, or another
quantitative field.
3. Strong problem solving skills with an emphasis on product development.
4. Proficient in programming skills (R, Python, SQL, etc.) for data acquisition,
processing and analysis from large data sets.
5. Knowledge of data science concepts (regression, classification, clustering,
properties of distributions, statistical tests and proper usage, etc.) and
experience with applications.
6. Knowledge of a variety of machine learning techniques (Random forest, SVM,
artificial neural networks, etc.) and their real-world advantages/drawbacks.
7. Excellent written and verbal communication skills for coordinating across
teams.
8. A drive to learn and master new technologies and techniques.
In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination. Meanwhile, discover more about tiket.com on Instagram, LinkedIn, or YouTube.
Show Less",#N/A,51 to 200 Employees,Company - Private,Hotel & Travel Accommodation,Travel Agencies,2011,$25 to $50 million (USD)
49,Excellence and Eminence LLP,Data Science/Data Analytics,Bangalore,"We are looking for a Data Science/Data Analytics with 5 to 10 years of Experience for our esteemed client for the Bangalore Locations.
Key Skills: Programming Skills, Statistics, Machine Learning, Data Wrangling, Strong Math Skills
This is an immediate requirement. Please apply if you can join within 20 days or close to 20 days.
Qualification, Skills, and Experience:
· Programming languages like R, Python, and database query languages like SQL, Hive, Pig is desirable. Familiarity with Scala, Java, or C++ is an added advantage.
· Statistics – Good applied statistical skills, including knowledge of statistical tests, distributions, regression, maximum likelihood estimators, etc. Proficiency in statistics is essential for data-driven companies.
· Machine Learning – good knowledge of machine learning methods like k-Nearest Neighbors, Naive Bayes, SVM, Decision Forests.
· Strong Math Skills (Multivariable Calculus and Linear Algebra) - understanding the fundamentals of Multivariable Calculus and Linear Algebra is important as they form the basis of a lot of predictive performance or algorithm optimization techniques.
· Data Wrangling – proficiency in handling imperfections in data is an important aspect of a data scientist job description.
· Experience with Data Visualization Tools like matplotlib, ggplot, d3.js., Tableau that help to visually encode data
· Excellent Communication Skills – it is incredibly important to describe findings to a technical and non-technical audience.
· Strong Software Engineering Background
· Hands-on experience with data science tools
· Problem-solving aptitude
· Analytical mind and great business sense
· Degree in Computer Science, Engineering or relevant field is preferred
· Proven Experience as Data Analyst or Data Scientist
Roles and Responsibilities:
· Data mining or extracting usable data from valuable data sources
· Using machine learning tools to select features, create and optimize classifiers
· Carrying out pre-processing of structured and unstructured data
· Enhancing data collection procedures to include all relevant information for developing analytic systems
· Processing, cleansing, and validating the integrity of data to be used for analysis
· Analyzing large amounts of information to find patterns and solutions
· Developing prediction systems and machine learning algorithms
· Presenting results in a clear manner
· Propose solutions and strategies to tackle business challenges
· Collaborate with Business and IT teams
Job Type: Full-time
Salary: ₹1,800,000.00 - ₹2,500,000.00 per year
Schedule:
Day shift
Show Less","₹21,50,000 /yr (est.)",1 to 50 Employees,Company - Private,Human Resources & Staffing,HR Consulting,2017,Unknown / Non-Applicable
50,"Bosch Group
4.2",Data Scientist,Bangalore,"Company Description

Bosch Global Software Technologies Private Limited (BGSW) is a 100% owned subsidiary of Robert Bosch GmbH. We are one of the world’s leading global suppliers of technology and services, offering end-to-end Engineering, IT, and Business Solutions.
With a global footprint and presence in US, Europe, Japan, China, and the Asia Pacific region, we are at the forefront of designing, developing, and executing IoT ecosystems through our all-encompassing capability within the 3 aspects of IoT – Sensors, Software, and Services.
We have always focused on improving the quality of the life of people, providing newer revenue-generating opportunities, and improving operational efficiencies for enterprises through an array of solutions. With our unique ability to offer end-to-end solutions that connect Sensors, Software, and Services, we enable businesses to move from the traditional to digital, or improve businesses by introducing a digital element in their products and processes.

Job Description

Job description: You will work as part of our global DevOps teams together with other Data Scientists to provide data solutions for our internal customers in the area of machine learning, pattern analysis and automated forecasting. In collaboration with the Bosch Center for Artificial Intelligence (BCAI) you will enhance and operate our cloud based automated time series forecasting pipeline. You will be able to explore the full world of our business data platform to generate insights and derive actions

Take responsibility: You will work with our internal customers and international team of developers to gain insights from our global business data platform
Help shape the future: As an employee of the global cross-functional Business Intelligence team (xBI), you will work on the future steering of Bosch.
Use freedom and creativity: We live agile values so that you can contribute your ideas and experiences for the benefit of the team and the company.
Think entrepreneurially: As part of the leading in-house provider for data and analytics based solutions within Bosch, you will experience the start-up spirit with us and make your contribution through entrepreneurial thinking and acting.
Live Cooperation: You will work in an interdisciplinary and international team supported by internal and external service providers as well as in direct exchange with our internal customers.
Personality: Team player, committed, responsible and flexible.
Way of working: Agile, analytical, proactive, result, solution-oriented and high code quality.

Qualifications

Education: Graduate / Postgraduate in computer engineering , Masters in computers , mathematics
Experience: At least 2 years of experience of professional data science.
Know-How: Extensive know-how of R, Python and in object-oriented programming languages with high code quality (Clean Code). Preferred experience in machine learning, neural networks, pattern analysis, time series forecasting, data analysis as well as data-pipeline technologies (e.g. Kubernetes, Docker, NoSQL-Databases, Workflow-Engine). Knowledge of Cloud Technologies (ideally Microsoft Azure) are beneficial.
Enthusiasm: Passion for data science and advanced analytics, developing interdisciplinary approaches and products for customers and presenting complex issues in a simple manner
Languages: Fluent in English, written and spoken. Strong communication and client-facing skills.
Show Less","₹6,03,843 /yr (est.)",10000+ Employees,Company - Private,Manufacturing,Consumer Product Manufacturing,1886,$10+ billion (USD)
51,"Lincode Labs
3.1",Data Scientist,Bangalore,"Job Title : AI and ML or Computer Vision
Location : Bangalore
The purpose of hiring this person is for his Robust experience in the area of Software Development in Computer Vision using a blend of traditional Image Processing based & modern Machine Learning/Deep Learning-based techniques.
Roles & Responsibilities :
- Experience with object detection, tracking, classification, recognition, scene understanding
- Excellent programming & rapid prototyping skills in Python & C/C++ (Optionally)
- Exposure to Data structures/Algorithms is a must
- Expertise on OpenCV, DLib
- Excellent knowledge on any/all of the given concepts in Computer Vision - namely Image Classification, Object Detection and Semantic Segmentation developed using state of the art deep learning algorithms.
- Hands-on experience in developing efficient and real-time convolution, neural network models. Hands-on working experience with any one of the deep learning frameworks - TensorFlow, Caffe, Pytorch, Keras, MXNet, Theano
- Hands-on working experience with any one of the deep learning frameworks - TensorFlow, Caffe, Pytorch, Keras, MXNet, Theano
- Exposure to model compression and pruning in deep learning.
- Familiarity with GPU computing (CUDA, OpenCL) and HPC.
- Experience/exposure to usage of Open Source technologies
- Experience/exposure to Product development methodologies & Software Engineering processes
- Experience in owning technical architecture of the products, planning roadmaps & technically managing the team.
Job Types: Full-time, Regular / Permanent
Salary: ₹40,000.00 - ₹120,000.00 per month
Benefits:
Flexible schedule
Health insurance
Provident Fund
Schedule:
Day shift
Flexible shift
Monday to Friday
Supplemental Pay:
Performance bonus
COVID-19 considerations:
Vaccination is mandatory
Ability to commute/relocate:
Bengaluru, Karnataka: Reliably commute or planning to relocate before starting work (Preferred)
Application Question(s):
Do you have any active visa?
Experience:
total work: 3 years (Preferred)
Willingness to travel:
50% (Preferred)
Show Less","₹9,60,000 /mo (est.)",1 to 50 Employees,Company - Private,Information Technology,Enterprise Software & Network Solutions,2017,Less than $1 million (USD)
52,Spark TG,Data Science Engineer,Noida,"At SparkTG you will develop and maintain supporting module for analytics on telephony product. You will participate in design discussions and feasibility analysis and subsequently implement models for integration with the front-stack.
Required Experience
3 to 5 years of hands-on experience with Data Science or Analytics modelling.
Proficient with: Python, SQL and ElasticSearch.
Experience in using Pytorch, TensorFlow and Scikit-learn.
Exceptional standards for quality and strong attention to detail
Good understanding of Github
Native level proficiency in written and oral English
Excellent communication skills
Job Type: Full-time
Pay: ₹30,000.00 - ₹65,000.00 per month
Benefits:
Flexible schedule
Health insurance
Paid sick time
Work from home
Schedule:
Morning shift
Supplemental pay types:
Yearly bonus
Ability to commute/relocate:
Noida, Uttar Pradesh: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Can you Start immediately?
Experience:
total work: 1 year (Required)
Expected Start Date: 12/09/2022
Show Less","₹5,70,000 /mo (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53,"PayPal
4.2",Data Scientist 2,Bangalore,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: We are looking for a Data Scientist to develop PayPal’s Risk strategy within Consumer Risk portfolio. This portfolio is comprised of PayPal’s newest leading-edge payments solutions as well as customized experiences developed for the company’s highest-priority strategic partnerships. The team is also responsible for partnering with the corresponding Business Units to align with and influence their strategic priorities, educate business partners about Risk management principles, and collaboratively optimize the Risk treatments and experiences for these unique products and partners. Each Data Scientist in this team has full ownership of a sub-portfolio of merchants/ countries/ products and is responsible for end-to-end management of loss and decline rate strategies. Day-to-day duties include data analysis, monitoring and forecasting, creating the risk decision logic using BigData/Hadoop tools and implementing risk rules/ strategies using Analytics techniques such as Decision Tree, providing requirements to AI/ML modeling and technology teams on attribute, model and platform requirements, and communicating with global stakeholders to ensure we deliver the best possible customer experience while meeting loss rate targets. If you’re interested in working with PayPal’s most interesting payments experiences, then this is the right team for to join!
Job Description:
Strong analytical skills: ability to build quick estimates using back-of-the-envelope analysis, structure (and, if needed, execute) more complex analyses, pull together business cases and forecasts to navigate through multi-dimensional sets of trade-offs. Experience in Payment fraud / risk analytics is an advantage.
Enthusiasm for data-driven problem solving within a fast-paced environment is a must. In addition, experience with Microsoft Excel or statistical software, working knowledge of SQL/ BigData/Hadoop, and hands-on experience in Analytics techniques involving large data sets such as Decision Tree, AI/ ML techniques, etc. Knowledge of Hadoop is must.
Polished communication skills: risk analysts need to collaborate cross-functionally with product managers, data scientists, business owners, and customers to learn from subject-matter experts, present findings in a clear and concise manner, and reach alignment on how to execute risk strategies.
Education: Graduate degree from good colleges with 3-6 years of experience
Our Benefits:

At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.

We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com

Who We Are:

To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspx

PayPal has remained at the forefront of the digital payment revolution for more than 20 years. By leveraging technology to make financial services and commerce more convenient, affordable, and secure, the PayPal platform is empowering more than 400 million consumers and merchants in more than 200 markets to join and thrive in the global economy. For more information, visit paypal.com.
PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.
As part of PayPal’s commitment to employees’ health and safety, we have established in-office Covid-19 protocols and requirements, based on expert guidance. Depending on location, this might include a Covid-19 vaccination requirement for any employee whose role requires them to work onsite. Employees may request reasonable accommodation based on a medical condition or religious belief that prevents them from being vaccinated.
To apply to this job, click Apply Now
Show Less","₹3,04,997 /yr (est.)",10000+ Employees,Company - Public,Information Technology,Internet & Web Services,1998,$10+ billion (USD)
54,Freelancesearchengine,Freelance Data Analytics,Noida,"About Company
We are the World’s best search engine platform for freelancers and now launching our new platform namely freelancesearchengine.com
We believe that ‘‘Better collaboration leads to better opportunities’’ so unlike our other competitors we understand our freelancers better and trying to give our freelancers the opportunity to work as and when they are available.
For more details visit our official website and do not miss the chance to grab this golden opportunity.
URL: freelancesearchengine.com
For any queries regarding our website feel free to contact us.
Role & Responsibilities Overview:
Work in SQL,SAS, Tableau, Data Mining, Data Warehousing, Data Filter and either Python or R and transform data.
Use statistics, including hypothesis testing, to analyze data and assess its quality.
Build reports and visualizations using Python or R, Tableau, SAS,SQL, Tableau.
Explain and document these reports so that people can understand them.
Prepare dashboards, report by aligning on business requirements on Power BI.
Good written and verbal communication skills.
Candidate Profile:
Bachelors/Master's degree in economics, mathematics, computer science, operations research or related analytics areas.
Up to 2-5 years analytics experience
Good analytical and problem solving skills.
Research, analyze, and present data as assigned.
Experience in data extraction and data manipulation including Importing. merging and appending different datasets joins in SQL/Python (Preferred).
Role: Data Analyst
Industry Type: Analytics / KPO / Research
Functional Area: Data Science & Analytics
Role Category: Business Intelligence & Analytics
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills:
SAS, SQL, Data Science, Data Warehousing, Data Mining, Python, Matlab, AI Or R
Job Types: Part-time, Freelance
Salary: From ₹8,086.00 per month
Jadwal:
Flexible shift
Experience:
Python: 1 year (Preferred)
SAS: 1 year (Preferred)
SQL: 1 year (Preferred)
Data mining: 1 year (Preferred)
Data modeling: 1 year (Preferred)
Tableau: 1 year (Preferred)
Speak with the employer
+91 9560023473
Show Less","₹97,032 /mo (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55,"GO-JEK
4.4",Data Scientist - Logistics,Bangalore,"Location
Bengaluru
Work Type
Permanent
Application Posted
January 5, 2022
About the role

Climb on board and fasten your helmet if you're ready to be our Data Scientist. In this role, you will get to mine insights from the sea of data, build data products, and design experiments with the ability to see the real-time impact of your contribution. You will be analyzing data, developing and deploying Data Science solutions to improve GoLogistics products. You will not be alone in this journey though! We have Product Managers, Engineers, Data Scientists, Business Intelligence, Design and Business folks that are eager to work with you.


What You Will Do
Work with Data Scientists, Product Engineers and Product Managers to build, deploy, and scale Data Science solutions for routing optimization and supply forecasting to improve our delivery efficiency
Develop theoretical models to better understand our customers’ use-cases and needs.
Work with Product teams to continuously refine, improve the solutions to cater to ever-changing Gojek needs
Deep-dive analysis to support business decisions
What You Will Need
Bachelor’s / Master’s degree in either Statistics, Econometrics Mathematics or Computer Science
At least 3 years of experience in related fields including Data Scientist, Operation Research
Understands different approaches to mathematical optimization.
Proficiency in a programming language (either R, Python)
Preferably, has a domains experience in Supply Chain Management or Operations management with exposure to problems like demand planning, calculating optimal network flow, network optimization etc.
Exposure to tools like CPLEX, Gurobi, SPSS is preferable.
About the team
At the heart of Gojek’s businesses, we move things around. Our Logistics team is a family of 80 people made up of business, engineers, product managers, product designers and marketing folks based across Jakarta, Bangalore, and Singapore. The Logistics business to Gojek means providing the nourishment to sustain our business from the inside out; providing and solving the first mile and last mile solutions with strategic insights - Demand generation, supply, promotions and campaigns to improve the revenue growth. In short, we keep things moving. Our main responsibility is to build and manage business strategy for the wider Gojek Logistics Platform. Our team is led by a passionate foodie who loves Irvin’s snacks. We work hard and play hard and take pride in what we do!
About Gojek
Gojek is a Super App. It is one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and a dozen other products. We are Indonesia’s first decacorn. We are also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.'
Our Mission: To create and scale positive socio-economic impact for our customers, driver-partners, business, and MSMEs.
As of 2018, Gojek processed more than $9 billion in annualized gross transaction value across all markets where it operates - in Singapore, Vietnam, and Indonesia. We have the largest food delivery product in Asia (outside of China) and is the largest payments wallet in Southeast Asia.
Gojek contributed IDR 249 T to the Indonesian economy (equivalent to 2% of Indonesia's GDP in 2020). As of Q1 2021, the Gojek App witnessed over 190mn downloads by customers. The platform has over 2mn Driver Partners & ~900000 Merchant Partners across SEA.
About GoTo Financial
GoTo Financial brings secure, reliable, and user-friendly financial solutions to over 55 million monthly active users, more than 14 million merchants, and over 2.5 million driver-partners eager to benefit from the digital economy in the GoTo ecosystem.
GoTo Financial’s consumer services include GoPay, GoPayLater, and other financial services. We also serve businesses of all sizes through leading payment gateway Midtrans, Indonesia’s largest cloud POS network Moka and GoKasir. We also have the all-in-one merchant solution GoBiz, GoBiz Plus, GoStore, and Selly - available in Indonesia and Southeast Asia.
Gojek and GoTo Financial are committed to building a diverse and inclusive workplace and are equal opportunity employers. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.
Show Less","₹8,84,942 /yr (est.)",1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,2010,Unknown / Non-Applicable
56,"IBM
4.1",Data Scientist,Bangalore,"Introduction
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development. Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.

Your Role and Responsibilities
As a Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes and collaborating on product development.
Work with Best in Class open source and visual tools, along with the most flexible and scalable deployment options. Whether it’s investigating patient trends or weather patterns, you will work to solve real world problems for the industries transforming how we live.
Responsible for successful delivery of data science solutions and services in a client consulting environment; experience in predictive modeling, optimization, and/or machine learning analytics techniques using tools/programming languages including SPSS, SAS, R, Python, Spark, etc. within a Hadoop-enabled environment.
Define key business problems to be solved; formulate mathematical approaches and gather data to solve those problems, develop, analyze/draw conclusions, test solutions and present to client. Enhance performance by applying advanced mathematical modeling, data analytics, optimization, and machine learning techniques.

Required Technical and Professional Expertise
Minimum of 8+years of related experience required
Must have hands on experience on multiple cloud-based solutions like Red HAT, Azure, AWS and IBM Cloud for data storage, database connections and using technical architecture for end to end analytics
Expertise in Deep data and analytics
Time series analysis and forecasting
Statistical modelling skills (significance testing, conditional probability)
Linear Programming/ Optimization Techniques
Agent based modeling and simulation
Conversational Skills for ChatBots
Knowledge of Agent Development Frameworks (e.g. SPADE, JADE, etc),
Knowledge Graphs and Ontologies.
Demonstrated proficiency in multiple programming languages with a strong foundation in a statistical platform such as Python, Java, or MATLAB
SQL coding experience, Strong Python 3.5 skills.
Experience in using containerized workloads and services such as Kubernetes, Docker, etc.
Data integration processes such as Kettle
Experience building AI models (ML, NLP, Neural Networks).
Strong business acumen to solve client problems by understanding, preparing, and analyzing data to predict emerging trends and provide recommendations to optimize business results.


Preferred Technical and Professional Expertise
Proficient in English, Good collaboration skills for interacting with clients
Ability to manage and make decisions about competing priorities and resources.
Ability to delegate where appropriate.
Must be a strong team player/leader.
Ability to lead Data Science projects with multiple junior data analysts
Strong oral written and interpersonal skills for interacting and throughout all levels of the organization.
Ability to clearly communicate complex business problems and technical solutions.

About Business Unit
IBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.
This job requires you to be fully COVID-19 vaccinated prior to your start date and proof of vaccination status will be required before your start date. During the Onboarding process you will be asked to confirm your vaccination status, in case you are unable to get vaccinated for any reason, you can let us know at that stage. Please let us know if you are unable to be vaccinated due to medical or religious reasons. IBM will consider such requests on a case by case basis subject to submission of required proof by the candidate before a stipulated date.

Your Life @ IBM
Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so, then it's time to join us, express your individuality, unleash your curiosity and discover new possibilities.

Every IBMer, and potential ones like yourself, has a voice, carves their own path, and uses their expertise to help co-create and add to our story. Together, we have the power to make meaningful change – to alter the fabric of our clients, of society and IBM itself, to create a truly positive impact and make the world work better for everyone.

It's time to define your career.

About IBM
IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.

Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business.

At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement
When applying to jobs of your interest, we recommend that you do so for those that match your experience and expertise. Our recruiters advise that you apply to not more than 3 roles in a year for the best candidate experience.

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
Apply Now: click Apply Now
Show Less","₹7,89,779 /yr (est.)",10000+ Employees,Company - Public,Information Technology,Information Technology Support Services,1911,$10+ billion (USD)
57,BEIING,Data Scientist,New Delhi,"Delhi, Gurugram, Noida
5 - 10 yrs
₹50L - ₹60L / yr (ESOP available)
Full time
Skills
Data Science
Data Scientist
Machine Learning (ML)
R Programming
Python
Job Description – Sr. Data Scientist

Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital. We work with financial institutions, Banks, NBFCs & Digital lending firms to improve their collections efficiency using technology, automation intelligence and optimal legal routes in order to facilitate the resolution of stressed assets. With all major banks and NBFCs as our clients, our SaaS based collections platform helps them efficiently improve their NPA, geographic reach and customer experience.

About the Role:
We are looking for a highly-skilled, experienced, and passionate Sr. Data Scientist who can come on-board and help create and build a robust, scalable, and extendable platform to power the mission to reduce the exponentially growing Non Performing Assets in the Indian Economy by harnessing the power of technology and data driven analytics. Our focus is to provide deep insights that improve collection efficiency across delinquent portfolios of ARCs, Banks & NBFCs.

The ideal candidate would be someone who has worked in a data science role before wherein he/she is comfortable working with unknowns, evaluating the data and the feasibility of applying scientific techniques to business problems and products, have built platforms from scratch and have a track record of developing and deploying data-science models into live applications.

Responsibilities:

Work with the CTO to build the roadmap of data science function and set up the best practices
Collaborate with and influence leadership to ensure data science directly impacts strategy
Drive an organizational effort toward a better understanding of user needs and pain points, and propose solutions that data science can provide to further this goal
Build and deploy Machine Learning models in production systems
Building platforms from scratch to solve image recognition and context understanding problems, and also improving search
Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed
Conduct analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations
Develop comprehensive knowledge of data structures and metrics, advocating for changes, where needed for product development
Interact cross-functionally, making business recommendations (e.g., cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information
Research and develop analysis, forecasting, and optimization methods to improve the product quality
Build and prototype analysis pipelines iteratively to provide insights at scale
Building/maintaining of reports, dashboards, and metrics to monitor the performance of our products
Develop deep partnerships with engineering and product teams to deliver on major cross-functional measurements, testing, and modelling

Requirements and Qualifications:

Bachelor's or Master's degree in a technology-related field from a premier college
Prior 5+ years of experience of leading data science team in a start-up environment
Experience working on unstructured data is a plus
Deep knowledge of designing, planning, testing, and deploying analytical solutions
Implementing advanced AI solutions using at least one scripting language (e.g. Python, R)
Customer oriented, responsive to changes, and able to multi-task in a fast-paced environment


Location:
This role will be based out of New Delhi

We offer an innovative, fast paced, and entrepreneurial work environment where you’ll be at the centre of leading change by leveraging technology and creating boundless impact in the FinTech ecosystem.
Show Less","₹55,00,000 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58,"Mercedes-Benz Research and Development India Private Limited
4.1",MB.OS: Data Scientist,Bangalore,"Aufgaben
To be filled by HM
Qualifikationen
To be filled by HM
Show Less","₹9,95,688 /yr (est.)",10000+ Employees,Company - Public,Manufacturing,Transportation Equipment Manufacturing,1886,Unknown / Non-Applicable
59,"KlearNow
4.3",AI / ML Engineer,Gurgaon,"Be a part of a rapidly growing, series B funded tech company where you will have the opportunity to extend our leadership position and fast-track innovation behind AI-powered intelligent supply chain solutions.
KlearNow has a flexibility of a small startup with the security of a well-funded organization with strong backers and advisors.
ABOUT
KlearNow is transforming B2B supply chains with its smart Logistics as a Service (LaaS) platform that connects data, people, processes, and organizations. Its AI-powered platform digitizes paper-based transactions—streamlining customs clearance and drayage services. KlearNow empowers importers, exporters, freight forwarders, and supply chain partners by providing new levels of visibility and productivity to reduce costs and create enhanced customer experiences
Over and above the core customs clearance solution, KlearNow is also providing consolidated freight visibility, data and document management and intra-port activity for efficient Drayage.

We are headquartered in the heart of Silicon Valley, Santa Clara, California with locations in India, Canada, UK. This year we will be expanding to multiple countries.

Responsibilities
Develop innovative AI solutions for challenging business problems.
Discover data sources, get access to them, import them, clean them up, and make them “machine learning ready”.
Build backend systems that interact with other microservices.
Train and optimize machine learning models.
Engineer machine intelligence systems and infrastructure for real-world production use at scale.
Explore data features and manipulate data with SQL and scripts.
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like Scikit-learn)
Should be able to understand the problem statement and be able to justify the usage of AI/ML as a solution
Be able to quickly prototype and provide results
Be able to understand requirements and fine tune them to provide results for concrete problems

Key Qualifications

Strong coding experience in Python and working with related libraries (NumPy/Pandas/matplotlib).
Familiarity with machine learning frameworks (Keras/PyTorch/Tensorflow) and relevant libraries.
Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing and Computer Vision.
Practical experience with deep learning projects is highly valued.
Ability to improve the accuracy, runtime, scalability and reliability of machine intelligence systems.
Strong in understanding underlying math and algorithms.
Passion for continuing to learn state-of-the-art techniques in ML/Data science.
Show Less","₹5,65,183 /yr (est.)",51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,2017,Unknown / Non-Applicable
